Abbreviation,TeamName,GridPosition,Position,Points,Year,Circuit,RaceName,QualiDeltaToPole,QualiDeltaToTeammate,QualiBestTimeSec,TeamMomentum
NOR,McLaren,3.0,1.0,25.0,2025,Silverstone,British Grand Prix,2.0,0.0,82.3725,-3.9999999999999982
PIA,McLaren,2.0,2.0,18.0,2025,Silverstone,British Grand Prix,2.0,0.0,82.3725,12.666666666666668
PIA,McLaren,2.0,1.0,25.0,2025,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,7.999999999999998
NOR,McLaren,1.0,2.0,18.0,2025,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,8.333333333333334
NOR,McLaren,3.0,1.0,25.0,2025,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,-2.3333333333333357
PIA,McLaren,2.0,2.0,18.0,2025,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,2.3333333333333357
PIA,McLaren,1.0,1.0,25.0,2025,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,-2.3333333333333357
NOR,McLaren,2.0,18.0,0.0,2025,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,2.3333333333333357
NOR,McLaren,2.0,2.0,18.0,2025,Monza,Italian Grand Prix,2.0,0.0,82.3725,-8.333333333333334
PIA,McLaren,3.0,3.0,15.0,2025,Monza,Italian Grand Prix,2.0,0.0,82.3725,-5.999999999999998
NOR,McLaren,7.0,7.0,6.0,2025,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,-11.666666666666668
PIA,McLaren,9.0,20.0,0.0,2025,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,-1.333333333333334
NOR,McLaren,5.0,3.0,15.0,2025,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,-7.333333333333334
PIA,McLaren,3.0,4.0,12.0,2025,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,-4.0
NOR,McLaren,2.0,2.0,18.0,2025,Austin,United States Grand Prix,2.0,0.0,82.3725,-4.0
PIA,McLaren,6.0,5.0,10.0,2025,Austin,United States Grand Prix,2.0,0.0,82.3725,8.0
NOR,McLaren,1.0,1.0,25.0,2025,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,6.333333333333334
PIA,McLaren,7.0,5.0,10.0,2025,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,8.666666666666668
NOR,McLaren,1.0,1.0,25.0,2025,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,0.0
PIA,McLaren,4.0,5.0,10.0,2025,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,6.666666666666666
NOR,McLaren,1.0,19.0,0.0,2025,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,-2.666666666666668
PIA,McLaren,5.0,20.0,0.0,2025,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,-3.333333333333334
PIA,McLaren,1.0,2.0,18.0,2025,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,-16.666666666666668
NOR,McLaren,2.0,4.0,12.0,2025,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,-9.0
PIA,McLaren,3.0,2.0,18.0,2025,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,-1.666666666666666
NOR,McLaren,2.0,3.0,15.0,2025,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,12.666666666666666
RUS,Mercedes,4.0,3.0,15.0,2025,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,-11.0
ANT,Mercedes,16.0,4.0,12.0,2025,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,2.333333333333334
RUS,Mercedes,2.0,3.0,15.0,2025,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,4.333333333333334
ANT,Mercedes,8.0,6.0,8.0,2025,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,6.666666666666667
RUS,Mercedes,5.0,5.0,10.0,2025,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,-0.6666666666666679
ANT,Mercedes,6.0,6.0,8.0,2025,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,-1.333333333333334
RUS,Mercedes,3.0,2.0,18.0,2025,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,-5.333333333333334
ANT,Mercedes,5.0,11.0,0.0,2025,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,0.3333333333333339
RUS,Mercedes,3.0,5.0,10.0,2025,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,-2.333333333333334
ANT,Mercedes,5.0,6.0,8.0,2025,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,0.6666666666666679
RUS,Mercedes,5.0,3.0,15.0,2025,Miami Gardens,Miami Grand Prix,2.0,0.0,82.3725,-6.0
ANT,Mercedes,3.0,6.0,8.0,2025,Miami Gardens,Miami Grand Prix,2.0,0.0,82.3725,2.333333333333334
RUS,Mercedes,3.0,7.0,6.0,2025,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,1.0
ANT,Mercedes,13.0,19.0,0.0,2025,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,3.666666666666666
RUS,Mercedes,14.0,11.0,0.0,2025,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,-6.333333333333333
ANT,Mercedes,15.0,18.0,0.0,2025,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,-8.333333333333334
RUS,Mercedes,4.0,4.0,12.0,2025,Barcelona,Spanish Grand Prix,2.0,0.0,82.3725,-9.666666666666666
ANT,Mercedes,6.0,18.0,0.0,2025,Barcelona,Spanish Grand Prix,2.0,0.0,82.3725,-0.666666666666667
RUS,Mercedes,1.0,1.0,25.0,2025,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,2.0
ANT,Mercedes,4.0,3.0,15.0,2025,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,12.333333333333334
RUS,Mercedes,5.0,5.0,10.0,2025,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,9.333333333333334
ANT,Mercedes,9.0,19.0,0.0,2025,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,12.666666666666668
RUS,Mercedes,4.0,10.0,1.0,2025,Silverstone,British Grand Prix,2.0,0.0,82.3725,-4.0
ANT,Mercedes,10.0,16.0,0.0,2025,Silverstone,British Grand Prix,2.0,0.0,82.3725,-9.666666666666668
RUS,Mercedes,6.0,5.0,10.0,2025,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,-16.333333333333336
ANT,Mercedes,19.0,16.0,0.0,2025,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,-4.666666666666668
RUS,Mercedes,4.0,3.0,15.0,2025,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,-0.33333333333333304
ANT,Mercedes,15.0,10.0,1.0,2025,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,8.0
RUS,Mercedes,5.0,4.0,12.0,2025,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,1.6666666666666665
ANT,Mercedes,11.0,16.0,0.0,2025,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,6.0
RUS,Mercedes,5.0,5.0,10.0,2025,Monza,Italian Grand Prix,2.0,0.0,82.3725,-4.000000000000001
ANT,Mercedes,6.0,9.0,2.0,2025,Monza,Italian Grand Prix,2.0,0.0,82.3725,2.0
RUS,Mercedes,5.0,2.0,18.0,2025,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,-5.333333333333334
ANT,Mercedes,4.0,4.0,12.0,2025,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,5.666666666666667
RUS,Mercedes,1.0,1.0,25.0,2025,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,3.333333333333333
ANT,Mercedes,4.0,5.0,10.0,2025,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,14.333333333333332
RUS,Mercedes,4.0,6.0,8.0,2025,Austin,United States Grand Prix,2.0,0.0,82.3725,5.666666666666666
ANT,Mercedes,7.0,13.0,0.0,2025,Austin,United States Grand Prix,2.0,0.0,82.3725,3.666666666666668
ANT,Mercedes,6.0,6.0,8.0,2025,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,-12.333333333333332
RUS,Mercedes,4.0,7.0,6.0,2025,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,-10.333333333333332
ANT,Mercedes,2.0,2.0,18.0,2025,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,-9.666666666666668
RUS,Mercedes,6.0,4.0,12.0,2025,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,4.666666666666666
RUS,Mercedes,4.0,2.0,18.0,2025,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,6.666666666666667
ANT,Mercedes,17.0,3.0,15.0,2025,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,11.333333333333332
ANT,Mercedes,5.0,5.0,10.0,2025,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,4.333333333333334
RUS,Mercedes,4.0,6.0,8.0,2025,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,2.333333333333334
RUS,Mercedes,4.0,5.0,10.0,2025,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,-5.0
ANT,Mercedes,14.0,15.0,0.0,2025,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,-5.666666666666666
TSU,Racing Bulls,5.0,12.0,0.0,2025,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,0.0
HAD,Racing Bulls,11.0,20.0,0.0,2025,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,0.0
HAD,Racing Bulls,7.0,11.0,0.0,2025,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,0.0
TSU,Racing Bulls,9.0,16.0,0.0,2025,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,0.0
HAD,Racing Bulls,7.0,8.0,4.0,2025,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,0.0
LAW,Racing Bulls,13.0,17.0,0.0,2025,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,1.3333333333333333
HAD,Racing Bulls,12.0,13.0,0.0,2025,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,1.3333333333333333
LAW,Racing Bulls,17.0,16.0,0.0,2025,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,1.3333333333333333
HAD,Racing Bulls,14.0,10.0,1.0,2025,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,-1.3333333333333333
LAW,Racing Bulls,12.0,12.0,0.0,2025,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,-1.0
HAD,Racing Bulls,11.0,11.0,0.0,2025,Miami Gardens,Miami Grand Prix,2.0,0.0,82.3725,-1.0
LAW,Racing Bulls,15.0,17.0,0.0,2025,Miami Gardens,Miami Grand Prix,2.0,0.0,82.3725,0.3333333333333333
HAD,Racing Bulls,9.0,9.0,2.0,2025,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,-0.3333333333333333
LAW,Racing Bulls,15.0,14.0,0.0,2025,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,0.3333333333333333
HAD,Racing Bulls,5.0,6.0,8.0,2025,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,0.3333333333333333
LAW,Racing Bulls,9.0,8.0,4.0,2025,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,3.3333333333333335
HAD,Racing Bulls,9.0,7.0,6.0,2025,Barcelona,Spanish Grand Prix,2.0,0.0,82.3725,3.3333333333333335
LAW,Racing Bulls,13.0,11.0,0.0,2025,Barcelona,Spanish Grand Prix,2.0,0.0,82.3725,5.333333333333333
HAD,Racing Bulls,12.0,16.0,0.0,2025,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,0.0
LAW,Racing Bulls,19.0,19.0,0.0,2025,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,-2.0
LAW,Racing Bulls,6.0,6.0,8.0,2025,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,-6.0
HAD,Racing Bulls,13.0,12.0,0.0,2025,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,-0.666666666666667
HAD,Racing Bulls,12.0,17.0,0.0,2025,Silverstone,British Grand Prix,2.0,0.0,82.3725,0.6666666666666665
LAW,Racing Bulls,15.0,19.0,0.0,2025,Silverstone,British Grand Prix,2.0,0.0,82.3725,2.6666666666666665
LAW,Racing Bulls,9.0,8.0,4.0,2025,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,-2.6666666666666665
HAD,Racing Bulls,8.0,20.0,0.0,2025,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,-1.3333333333333333
LAW,Racing Bulls,9.0,8.0,4.0,2025,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,-1.3333333333333333
HAD,Racing Bulls,10.0,11.0,0.0,2025,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,2.6666666666666665
HAD,Racing Bulls,4.0,3.0,15.0,2025,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,0.0
LAW,Racing Bulls,8.0,12.0,0.0,2025,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,5.0
HAD,Racing Bulls,19.0,10.0,1.0,2025,Monza,Italian Grand Prix,2.0,0.0,82.3725,2.3333333333333335
LAW,Racing Bulls,18.0,14.0,0.0,2025,Monza,Italian Grand Prix,2.0,0.0,82.3725,4.0
LAW,Racing Bulls,3.0,5.0,10.0,2025,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,-6.0
HAD,Racing Bulls,8.0,10.0,1.0,2025,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,-1.3333333333333335
HAD,Racing Bulls,8.0,11.0,0.0,2025,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,-1.6666666666666665
LAW,Racing Bulls,12.0,15.0,0.0,2025,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,3.333333333333333
LAW,Racing Bulls,12.0,11.0,0.0,2025,Austin,United States Grand Prix,2.0,0.0,82.3725,-3.333333333333333
HAD,Racing Bulls,20.0,16.0,0.0,2025,Austin,United States Grand Prix,2.0,0.0,82.3725,-3.6666666666666665
HAD,Racing Bulls,8.0,13.0,0.0,2025,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,-3.6666666666666665
LAW,Racing Bulls,15.0,20.0,0.0,2025,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,-0.3333333333333333
LAW,Racing Bulls,7.0,7.0,6.0,2025,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,0.0
HAD,Racing Bulls,5.0,8.0,4.0,2025,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,2.0
HAD,Racing Bulls,8.0,6.0,8.0,2025,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,3.3333333333333335
LAW,Racing Bulls,6.0,14.0,0.0,2025,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,6.0
LAW,Racing Bulls,12.0,9.0,2.0,2025,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,2.0
HAD,Racing Bulls,6.0,18.0,0.0,2025,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,0.0
HAD,Racing Bulls,9.0,17.0,0.0,2025,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,-5.333333333333333
LAW,Racing Bulls,13.0,18.0,0.0,2025,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,-3.3333333333333335
VER,Red Bull Racing,3.0,2.0,18.0,2025,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,-9.333333333333334
LAW,Red Bull Racing,18.0,15.0,0.0,2025,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,0.0
VER,Red Bull Racing,4.0,4.0,12.0,2025,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,-5.0
LAW,Red Bull Racing,20.0,12.0,0.0,2025,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,7.333333333333334
VER,Red Bull Racing,1.0,1.0,25.0,2025,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,-4.666666666666666
TSU,Red Bull Racing,14.0,12.0,0.0,2025,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,6.333333333333334
VER,Red Bull Racing,7.0,6.0,8.0,2025,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,-1.666666666666666
TSU,Red Bull Racing,10.0,9.0,2.0,2025,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,7.0
VER,Red Bull Racing,1.0,2.0,18.0,2025,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,-9.0
TSU,Red Bull Racing,8.0,19.0,0.0,2025,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,1.0
VER,Red Bull Racing,1.0,4.0,12.0,2025,Miami Gardens,Miami Grand Prix,2.0,0.0,82.3725,-4.333333333333333
TSU,Red Bull Racing,10.0,10.0,1.0,2025,Miami Gardens,Miami Grand Prix,2.0,0.0,82.3725,6.666666666666666
VER,Red Bull Racing,2.0,1.0,25.0,2025,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,-5.000000000000001
TSU,Red Bull Racing,20.0,10.0,1.0,2025,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,5.999999999999999
VER,Red Bull Racing,4.0,4.0,12.0,2025,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,-1.0
TSU,Red Bull Racing,12.0,17.0,0.0,2025,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,8.333333333333332
VER,Red Bull Racing,3.0,10.0,1.0,2025,Barcelona,Spanish Grand Prix,2.0,0.0,82.3725,-8.333333333333332
TSU,Red Bull Racing,19.0,13.0,0.0,2025,Barcelona,Spanish Grand Prix,2.0,0.0,82.3725,-4.666666666666667
VER,Red Bull Racing,2.0,2.0,18.0,2025,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,-12.333333333333332
TSU,Red Bull Racing,18.0,12.0,0.0,2025,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,2.0
TSU,Red Bull Racing,18.0,16.0,0.0,2025,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,1.666666666666667
VER,Red Bull Racing,7.0,18.0,0.0,2025,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,5.666666666666667
VER,Red Bull Racing,1.0,5.0,10.0,2025,Silverstone,British Grand Prix,2.0,0.0,82.3725,-6.333333333333333
TSU,Red Bull Racing,11.0,15.0,0.0,2025,Silverstone,British Grand Prix,2.0,0.0,82.3725,-2.6666666666666665
VER,Red Bull Racing,4.0,4.0,12.0,2025,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,-2.6666666666666665
TSU,Red Bull Racing,7.0,13.0,0.0,2025,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,7.333333333333333
VER,Red Bull Racing,8.0,9.0,2.0,2025,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,0.6666666666666665
TSU,Red Bull Racing,20.0,17.0,0.0,2025,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,1.3333333333333335
VER,Red Bull Racing,3.0,2.0,18.0,2025,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,-6.666666666666666
TSU,Red Bull Racing,12.0,9.0,2.0,2025,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,2.666666666666667
VER,Red Bull Racing,1.0,1.0,25.0,2025,Monza,Italian Grand Prix,2.0,0.0,82.3725,2.0
TSU,Red Bull Racing,9.0,13.0,0.0,2025,Monza,Italian Grand Prix,2.0,0.0,82.3725,14.333333333333334
VER,Red Bull Racing,1.0,1.0,25.0,2025,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,2.333333333333333
TSU,Red Bull Racing,6.0,6.0,8.0,2025,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,10.0
VER,Red Bull Racing,2.0,2.0,18.0,2025,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,-4.0
TSU,Red Bull Racing,13.0,12.0,0.0,2025,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,8.0
VER,Red Bull Racing,1.0,1.0,25.0,2025,Austin,United States Grand Prix,2.0,0.0,82.3725,-8.000000000000002
TSU,Red Bull Racing,13.0,7.0,6.0,2025,Austin,United States Grand Prix,2.0,0.0,82.3725,3.333333333333334
VER,Red Bull Racing,5.0,3.0,15.0,2025,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,-6.666666666666666
TSU,Red Bull Racing,10.0,11.0,0.0,2025,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,6.666666666666668
VER,Red Bull Racing,19.0,3.0,15.0,2025,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,-7.333333333333334
TSU,Red Bull Racing,17.0,17.0,0.0,2025,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,-0.3333333333333339
VER,Red Bull Racing,2.0,1.0,25.0,2025,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,-10.333333333333334
TSU,Red Bull Racing,20.0,12.0,0.0,2025,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,6.333333333333334
VER,Red Bull Racing,3.0,1.0,25.0,2025,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,-1.666666666666666
TSU,Red Bull Racing,15.0,10.0,1.0,2025,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,11.666666666666668
VER,Red Bull Racing,1.0,1.0,25.0,2025,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,-4.666666666666668
TSU,Red Bull Racing,10.0,14.0,0.0,2025,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,8.666666666666666
ALB,Williams,6.0,5.0,10.0,2025,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,0.0
SAI,Williams,10.0,18.0,0.0,2025,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,3.3333333333333335
ALB,Williams,10.0,7.0,6.0,2025,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,3.3333333333333335
SAI,Williams,15.0,10.0,1.0,2025,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,5.333333333333333
ALB,Williams,9.0,9.0,2.0,2025,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,-1.0
SAI,Williams,15.0,14.0,0.0,2025,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,-0.3333333333333335
ALB,Williams,15.0,12.0,0.0,2025,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,-4.333333333333333
SAI,Williams,8.0,19.0,0.0,2025,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,-1.666666666666667
SAI,Williams,6.0,8.0,4.0,2025,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,-3.0
ALB,Williams,11.0,9.0,2.0,2025,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,0.33333333333333326
ALB,Williams,7.0,5.0,10.0,2025,Miami Gardens,Miami Grand Prix,2.0,0.0,82.3725,1.3333333333333335
SAI,Williams,6.0,9.0,2.0,2025,Miami Gardens,Miami Grand Prix,2.0,0.0,82.3725,5.333333333333333
ALB,Williams,7.0,5.0,10.0,2025,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,3.333333333333334
SAI,Williams,6.0,8.0,4.0,2025,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,5.333333333333333
ALB,Williams,10.0,9.0,2.0,2025,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,0.0
SAI,Williams,11.0,10.0,1.0,2025,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,0.6666666666666661
SAI,Williams,17.0,14.0,0.0,2025,Barcelona,Spanish Grand Prix,2.0,0.0,82.3725,-5.0
ALB,Williams,11.0,19.0,0.0,2025,Barcelona,Spanish Grand Prix,2.0,0.0,82.3725,-4.333333333333333
SAI,Williams,16.0,10.0,1.0,2025,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,-5.0
ALB,Williams,9.0,20.0,0.0,2025,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,-2.0
ALB,Williams,12.0,17.0,0.0,2025,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,-0.6666666666666667
SAI,Williams,19.0,20.0,0.0,2025,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,0.0
ALB,Williams,13.0,8.0,4.0,2025,Silverstone,British Grand Prix,2.0,0.0,82.3725,-0.3333333333333333
SAI,Williams,9.0,12.0,0.0,2025,Silverstone,British Grand Prix,2.0,0.0,82.3725,1.0
ALB,Williams,5.0,6.0,8.0,2025,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,1.0
SAI,Williams,17.0,18.0,0.0,2025,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,4.0
SAI,Williams,13.0,14.0,0.0,2025,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,1.3333333333333333
ALB,Williams,19.0,15.0,0.0,2025,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,1.3333333333333333
ALB,Williams,15.0,5.0,10.0,2025,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,-4.0
SAI,Williams,9.0,13.0,0.0,2025,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,0.666666666666667
ALB,Williams,14.0,7.0,6.0,2025,Monza,Italian Grand Prix,2.0,0.0,82.3725,0.666666666666667
SAI,Williams,13.0,11.0,0.0,2025,Monza,Italian Grand Prix,2.0,0.0,82.3725,5.333333333333333
SAI,Williams,2.0,3.0,15.0,2025,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,-1.3333333333333335
ALB,Williams,19.0,13.0,0.0,2025,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,3.6666666666666665
SAI,Williams,18.0,10.0,1.0,2025,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,-0.33333333333333304
ALB,Williams,20.0,14.0,0.0,2025,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,3.333333333333333
ALB,Williams,18.0,14.0,0.0,2025,Austin,United States Grand Prix,2.0,0.0,82.3725,-6.666666666666667
SAI,Williams,9.0,20.0,0.0,2025,Austin,United States Grand Prix,2.0,0.0,82.3725,-4.666666666666667
ALB,Williams,17.0,12.0,0.0,2025,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,-5.333333333333333
SAI,Williams,12.0,17.0,0.0,2025,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,-0.3333333333333333
ALB,Williams,12.0,11.0,0.0,2025,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,-0.3333333333333333
SAI,Williams,15.0,13.0,0.0,2025,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,0.0
SAI,Williams,3.0,5.0,10.0,2025,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,0.0
ALB,Williams,16.0,16.0,0.0,2025,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,3.3333333333333335
SAI,Williams,7.0,3.0,15.0,2025,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,3.3333333333333335
ALB,Williams,14.0,11.0,0.0,2025,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,8.333333333333334
SAI,Williams,12.0,13.0,0.0,2025,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,1.6666666666666665
ALB,Williams,17.0,16.0,0.0,2025,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,1.6666666666666665
GAS,Alpine,14.0,10.0,1.0,2026,Melbourne,Australian Grand Prix,1.983,-0.699,80.501,0.0
